round,players,round_placement,points,matches,wins,avg_elims,avg_place
Round1,"whopekk, Jeager Isma, MrSpoon Ψ",5318,97,10,0,2.2,14.9
Round1,"T1 Don, kloakャ, Iiams",5319,97,10,0,2.0,12.3
Round1,"clixfan420, Sharpce, Fly_Spaz",5320,97,10,0,2.0,13.7
Round1,"G2 Xiler, ϰіଇறіҬ૯નறଇ, Jeanrr-",5321,97,10,0,1.9,12.0
Round1,"wonton lol, ǃburstikit, Sкills",5322,97,10,0,1.9,12.5
Round1,"Im Sav ツ, Gonzalez_G, Its Alvin on YT",5323,97,10,0,1.8,13.4
Round1,"Ushano メ, Fragger ChipiL2, TGL_MunitoFF_",5324,97,10,0,1.7,13.9
Round1,"ninja510esquivo, TTV.CXRLXS, Rs Emir",5325,97,10,0,1.4,12.1
Round1,"Thejulian1057_ig, Fénix 하느님, XxETICARAxX",5326,97,10,0,1.4,13.8
Round1,"ECP Inferno, ECP Cody Keech, ECP Aero",5327,97,10,0,1.0,11.9
Round1,"JelouzFN, Queue ay лол, wraith boxed you",5328,96,10,2,3.0,15.8
Round1,"WavyOn1080p, complex boxed u, 200 IQ JR",5329,96,10,2,2.8,15.5
Round1,"benzi ツ, musky哀, Analytixd",5330,96,9,2,2.56,13.89
Round1,"ALANJOSUE77723, VampiricNine15, Devour Letra 阿里",5331,96,8,2,2.25,10.5
Round1,"ZAYUK12, şţřænğə ay лол, zppz12",5332,96,10,2,1.9,14.8
Round1,"Tokyo. -_-, lil Noxyy, Lightރ",5333,96,10,1,5.3,18.8
Round1,"JEIIPII 父, Ramitob ay лол, M4TR1X 0 PING.EC",5334,96,8,1,5.13,16.38
Round1,"Northǃ, Vorceǃ, Swopoǃ",5335,96,10,1,4.7,15.2
Round1,"Srvic Uchiha, Ζαy., BigCaps.",5336,96,10,1,4.6,17.6
Round1,"twitch fnjolts, Ｇriz, Vizo 愛",5337,96,10,1,4.6,18.5
Round1,"Twitch Socyyy, Bonehead-alexis, Peluc2",5338,96,10,1,4.2,15.8
Round1,"Dr. Mythic ϟ, gûcci., washed prox",5339,96,10,1,4.2,17.3
Round1,"User-77a206a62a, Twitch Cloudy5, Youtube Plizho",5340,96,8,1,4.0,11.13
Round1,"Deal with Lazy, Secretwyd, Madison Sympyle",5341,96,10,1,4.0,14.5
Round1,"FNCS kaleϟ, ᵀᴿᴾSanta, Home Depot.TRP",5342,96,10,1,3.9,15.9
Round1,"Dukyng, Cxllecito vz, monsi ay лea",5343,96,10,1,3.9,16.8
Round1,"old tender manツ, Prο Player, inutsuㅤ",5344,96,10,1,3.8,13.9
Round1,"Zerkreyli ӝ, Hungar ay лол, JEDEAL .",5345,96,10,1,3.8,15.8
Round1,"FrashPanda, FNCS Logi, Faze Lechuguin",5346,96,10,1,3.6,13.5
Round1,"Aitex, FB ECE TV, dont tell tony",5347,96,10,1,3.6,15.6
Round1,"CORE E., Rumaine, gingerloll on yt",5348,96,10,1,3.5,13.5
Round1,"ҜeҜo, L1tr0., qtWorah",5349,96,10,1,3.5,15.2
Round1,"CTRL FlixxY, leronebookerjr11, TwitchSziise_YT",5350,96,10,1,3.5,16.0
Round1,"youtube Jahkzz, 59 sean., Kotzyy ay лол",5351,96,10,1,3.5,17.0
Round1,"łïł whīt, Atrixfn, ttv 100xghost",5352,96,10,1,3.4,15.6
Round1,"EpikPlatlol, EpikSpazlol, Restless on YT",5353,96,10,1,3.4,17.4
Round1,"phobitos, DRIZZONS FATHER, Drone Drizzon",5354,96,10,1,3.3,14.9
Round1,"diego has aimbot, RonexFN, chey clapped u",5355,96,10,1,3.2,15.0
Round1,"thiptic, flоwszn, Fuze1x",5356,96,9,1,3.11,13.0
Round1,"SPEXZ 父, vtex〆, jadfn in youtube",5357,96,10,1,3.1,17.9
Round1,"Anﱞthﱞonﱞy, TwitchJoeyAttack, FG SiSi",5358,96,10,1,3.0,15.6
Round1,"nwmono, Samu iwnl., nwpato",5359,96,10,1,2.9,14.2
Round1,"xXBZJXx5, Big_homie_tro247, physicsFN 22",5360,96,10,1,2.9,14.6
Round1,"Superior._., Dario 144hz, Scrach D Demon 從",5361,96,10,1,2.9,15.4
Round1,"StepbrotherAngel, ili68_, Phadez.",5362,96,10,1,2.8,13.1
Round1,"IkYuNo, Rafe Williams, sumoΨ",5363,96,10,1,2.8,13.6
Round1,"Brysonratliff, Iheardthesplash, injgy",5364,96,10,1,2.8,14.5
Round1,"Sebsz., BLACKDEAD4988, ѕηαкє ση PS5Ψヘ",5365,96,10,1,2.8,15.6
Round1,"Nw Kevin MGD, Storm 爱, Hyst k1ng.",5366,96,10,1,2.8,15.9
Round1,"bxbyfn., bøi ay лол., Martitoz ay лол",5367,96,10,1,2.8,16.4
Round1,"cosmic 父, lil st1cls vert, IGL Kami",5368,96,9,1,2.78,13.0
Round1,"Khуri, Jaуvin, СoІІin",5369,96,10,1,2.7,16.6
Round1,"lil Beto, lil rain 神, lil Nippyツ",5370,96,10,1,2.6,15.3
Round1,"Zakro ., Frムgger Fulムno, Momento F1ox",5371,96,10,1,2.5,13.9
Round1,"TiagoIwnl, Chiiik2, Daˣxy",5372,96,10,1,2.4,13.3
Round1,"cutie Corinna, lil vxri vert ϟ, The Big Tripzy",5373,96,10,1,2.4,14.8
Round1,"RS knightgraal, ツIcyceCGツ, YouTubeChrisflix",5374,96,10,1,2.2,13.3
Round1,"Bytomi ON 240fps, Pandieldino, the zhag",5375,96,10,1,1.9,14.2
Round1,"ᴰᵂᵀ Elan, DWT Luis, DWT Medical",5376,96,10,1,1.6,13.2
Round1,"ENDLESS MINTYY, FNCS XAV, Fercedes2",5377,96,10,1,1.5,12.8
Round1,"CARAMEEEEEEEEEEL, Jayden chitons u, drxtyo",5378,96,9,1,1.44,10.44
Round1,"nmacwyd, Snazzylmao., Vezzyz",5379,96,9,1,1.33,13.33
Round1,"ssb cozyy ポ, 7 jarediwnl, SSB miychielツ",5380,96,10,0,5.4,16.8
Round1,"exclusive troll, beLucki, K9 KORO",5381,96,10,0,5.4,17.4
Round1,"Julidave on war, BENEDICT AAAAAAA, ϟstyvo",5382,96,9,0,5.33,17.0
Round1,"Youtube ZinxyFn, MсLovіn, skully 74",5383,96,10,0,5.3,17.3
Round1,"Twitch NotMoeFN_, Twitch 1xjustin_, Twitch akastump",5384,96,10,0,5.1,15.1
Round1,"suﱞrf, lil kazzy vert, best player yuno",5385,96,10,0,5.1,16.5
Round1,"Hayes FN, Zano LMAO, AztecaFN on YT",5386,96,10,0,5.1,16.8
Round1,"NateyBoySniper, coconutmalled, Digga J",5387,96,10,0,5.1,17.0
Round1,"Gdk adrian, npkfn, ahndru",5388,96,10,0,5.1,18.7
Round1,"wxvyメ, Twitch bxllerrr, јakе.",5389,96,10,0,5.0,15.3
Round1,"spam builder 6, mob ϟ, Nick on SARMS",5390,96,10,0,5.0,16.6
Round1,"Simp для Ксении, Ethix ay лoл, Champ Sock",5391,96,10,0,5.0,17.8
Round1,"Lemonbtw, Soggy Breadツ, Cussion on moms",5392,96,10,0,4.9,17.2
Round1,"SubcIavius, Christiankillsu, T1 Q",5393,96,10,0,4.9,17.4
Round1,"fynatic1x, Twitch stumbofn, mitro on nae",5394,96,10,0,4.9,17.4
Round1,"Mo2sweaty, HB_Gamer_20, ttv marn1yx",5395,96,10,0,4.7,14.4
Round1,"Daddy ⱽᵉˡᵒᶻツ, Daddy ᴹᴵˢᵀ Ψ., TIVIUS YT",5396,96,10,0,4.7,14.7
Round1,"Fruzies., I Dubz I, increasе.",5397,96,10,0,4.5,15.6
Round1,"Tz capellan, 002 Sicnar, Noﱞg",5398,96,10,0,4.5,15.7
Round1,"Kаrnage, Рokе, DC_Ărcź",5399,96,10,0,4.5,16.2
Round1,"Tinzing., FaZe_Ttv sweatツ, Isiah624903",5400,96,10,0,4.5,16.5
Round1,"fncs_ZerteX, FNCS Perqy, GANG_30",5401,96,10,0,4.4,14.5
Round1,"LGS Decxent, slizzie., ImTeSSla",5402,96,10,0,4.4,15.2
Round1,"clipz 我, Daddy Netic, SandySpongebob",5403,96,10,0,4.4,16.8
Round1,"S0wz, YoZynxx, Cwtheboss",5404,96,10,0,4.3,15.5
Round1,"Notorious Blue, youtube ohLuca, Jittlz",5405,96,10,0,4.3,16.1
Round1,"wyd corrupt, fnatic krr., twitch mellichfn",5406,96,10,0,4.3,16.7
Round1,"sﱞoap ϟ, joN with a big N, Twitch NxRetr0",5407,96,10,0,4.2,14.0
Round1,"Twitch Smurfs1x, MilkBagΔ, IM ON LINEAR Ω",5408,96,10,0,4.2,16.4
Round1,"sώag, aceᘿ, ツaIexシ",5409,96,10,0,4.1,14.5
Round1,"Reem Dinked U, Aspect frags, CAS_FN",5410,96,10,0,4.1,15.4
Round1,"youtube nexxo1x, ᴡᴀɪꜰᴜᴢ, Im A Free 50 Pοt",5411,96,10,0,4.1,16.0
Round1,"GL-Danger, Dogor 犬, 2000DeTarp",5412,96,10,0,4.0,14.8
Round1,"KTL_Čâštrø, DUKE IN 150 MS, WxntrŔz.",5413,96,10,0,3.9,13.0
Round1,"xelq lol, ChocolateMilkFN, vib lol",5414,96,10,0,3.9,14.3
Round1,"quwolol, big_mike123, nodicle",5415,96,10,0,3.9,14.7
Round1,"Sub to DougVFX, Neymar Ψ, atozmic",5416,96,10,0,3.9,16.3
Round1,"ᵉˢᵏFIRE Ѯ, x2_diamond, playboy ash",5417,96,10,0,3.8,15.0
Round1,"ᗰazfteホ, Cheloک, team pescado",5418,96,10,0,3.8,16.0
Round1,"BaldyCohen, Yashu Nut In You, Knoxx Sells FNCS",5419,96,10,0,3.8,16.2
Round1,"Zayden 6., Zevhour, لαγdeη",5420,96,10,0,3.8,16.3
Round1,"slurx ay лол, pump-ernickle, kacz ay лoл",5421,96,10,0,3.8,17.1
Round1,"Indexム, 302.Dagger, Eddieismf",5422,96,10,0,3.7,13.6
Round1,"Saphzzz, TNA Exile, Delirium Fauxic",5423,96,10,0,3.7,15.7
Round1,"baby bap., baby Icey ϟ, Abstract ه",5424,96,10,0,3.7,15.8
Round1,"GALO btw, 777ARES, 777KIXES",5425,96,10,0,3.7,16.4
Round1,"Santa Satchel, ayo jeano, Secretixe",5426,96,10,0,3.7,17.7
Round1,"isaacrr ツ, ᴹᵉᵉᶜʰ, 999 Jakeツ",5427,96,10,0,3.7,18.0
Round1,"trokitoWRLD, oSergi, SiiLeNTz-ツ",5428,96,9,0,3.67,11.44
Round1,"TΞVAN, WEXT_ADP, AP-Marco",5429,96,10,0,3.6,13.5
Round1,"Twitter Erlik24, Twitter-Rushthyk, XxbananasxX1710",5430,96,10,0,3.6,13.9
Round1,"brаc, Trev NA, 72 Seriorom",5431,96,10,0,3.6,14.7
Round1,"Twitch 74Sion, Кryo ϟ, Twitch qilczylol",5432,96,10,0,3.6,15.0
Round1,"Cullen on 60 FPS, youtube cojuss., kunzab",5433,96,10,0,3.6,15.4
Round1,"ȷɵȷɵ, rakeesh from 711, Minty1x",5434,96,10,0,3.6,17.5
Round1,"Osiris Papi Polo, FB Remolacha17, xDestroyerᴴᶜˢ",5435,96,10,0,3.5,14.4
Round1,"TB KingPlay, Khloe XXIV, Cαɾℓøs.ツ",5436,96,10,0,3.5,15.3
Round1,"Кhay, Twitr CruellerFN, KFC Nad",5437,96,10,0,3.5,15.5
Round1,"MyTimeTTv, amanda 144hz ϟ, FLOW 144hz ϟ",5438,96,10,0,3.5,17.4
Round1,"v4ra., 5Lil avoc, 7X FЯӨZƬY",5439,96,10,0,3.4,15.6
Round1,"khanvаs, Bоbа., skrapрy",5440,96,10,0,3.3,12.9
Round1,"Ypcamir, pepe tahhhh, ty for siphon",5441,96,10,0,3.3,14.0
Round1,"Amperkzz., angеlfishy., Λ1 fredi ϟ",5442,96,10,0,3.3,14.7
Round1,"Hzdgy on kbm, Sleen父, BLESSIN父",5443,96,10,0,3.3,15.2
Round1,"ttv.actualWindex, sneakyzz -ω-, Fuzzyϟ",5444,96,10,0,3.3,15.9
Round1,"0 earnings Leak, Temper ㅤ, Ethan30Fps",5445,96,10,0,3.2,14.8
Round1,"oathyybear, boppity ψ, YT Dexzy15",5446,96,10,0,3.2,16.4
Round1,"R O C K L E E ツ, ツ เ αɱ ωɦเร, EXD Maz0rK1ng",5447,96,9,0,3.11,11.22
Round1,"Use Code 174FN, Blake 獨, Sweven〆",5448,96,10,0,3.1,12.7
Round1,"Wіlmеr, Dec3nt west side, ᶜˡʷⁿD E N V 3 R么",5449,96,10,0,3.1,13.8
Round1,"turbo 父ㅤ, who is godze, mamaburra 2.0",5450,96,10,0,3.1,14.5
Round1,"plesswyd, twitch fncotex, Sauce my bitc-",5451,96,10,0,3.1,14.5
Round1,"MyChairSmellsBad, Lil Squintss, Andrew φ",5452,96,10,0,3.1,15.1
Round1,"XDiegotb-_-, Suirox Bot, KeperGg",5453,96,10,0,3.1,15.1
Round1,"Retrik Ackerman, Jelty del Guasmo, Pgod del Guasmo",5454,96,10,0,3.0,13.1
Round1,"Пиксиツ, ᴿⁱˢᵉSlopyɮlack圓, ᴋสʀmส ᵗhe ᴋid",5455,96,10,0,3.0,13.7
Round1,"BrockcatYT, Kaos on 360hz, Ghost ｼ",5456,96,10,0,3.0,14.5
Round1,"risq ., EP CONCENTS., bеzec",5457,96,10,0,3.0,15.7
Round1,"Yay I Qualed, S6 Spectre, Geragorian",5458,96,10,0,2.9,13.9
Round1,"Ctrlf1, FLESHI MUÑAÑYO, Maiky Onichan",5459,96,10,0,2.9,14.2
Round1,"Cholo Sunder, Survivor文, ilymorph",5460,96,10,0,2.9,14.5
Round1,"ᴅʀᴏᴘᴢɪ ay лол, 改善_De_Un_Vergazo, 改善 QïDïX",5461,96,8,0,2.88,9.13
Round1,"ᴹᵃᵍᶦᶜ BΞNT ᴳᵒᵈ, ÆPΞŦŁФ7Ш7, zLoveMyKillsΨ",5462,96,10,0,2.8,13.2
Round1,"killerversest, Baby Cédric 父, piece ctrl shady",5463,96,10,0,2.8,13.2
Round1,"DEN文, Zoo is Santa., ₐₜₒₘ",5464,96,10,0,2.8,13.4
Round1,"ZeidFN, I miss you A, Aedrian on ig",5465,96,10,0,2.8,14.4
Round1,"DL Pisces, DL Doxy, VocalΩ",5466,96,10,0,2.7,12.8
Round1,"Kyograal., Vɪᴄɪᴜs ᴘʀᴀʟʏꜱᴇ, Rzム",5467,96,10,0,2.7,12.9
Round1,"TF_1N9, TF Ⱬomb3ﾒ, Deez Anthony",5468,96,10,0,2.7,14.2
Round1,"Fire on SARMS, Mythz lmaoϟ, Tekstroh",5469,96,10,0,2.7,14.2
Round1,"jamez1970, GoofyGorillas, ɢoofyIsMyDad",5470,96,10,0,2.7,16.8
Round1,"ItsShilツ, BeastFN YT, DL Moon YT",5471,96,10,0,2.6,13.0
Round1,"XTRAϟmxrio, vegx ᵀᵀᴴ, 1kdepin is ᵀᵀᴴ",5472,96,10,0,2.6,13.4
Round1,"GimmeUrL00t, Јeremу, Frosty Julian",5473,96,9,0,2.56,11.67
Round1,"TTV dravenkai, she loves this, Larry kañonga1",5474,96,10,0,2.5,12.8
Round1,"Twitch s1avis, Mr.Robin120, calisto v",5475,96,10,0,2.5,13.5
Round1,"27 Kyzixs, Arsenial, scurvyes",5476,96,10,0,2.5,13.5
Round1,"Βrady., hen ψ, Twitch DrixFN",5477,96,10,0,2.5,15.0
Round1,"Educhapin ay лол, Λxell, chetes12.exe",5478,96,10,0,2.5,15.2
Round1,"daddy shauny, cN Blade, NSNxFallen",5479,96,9,0,2.44,10.33
Round1,"Scwobbles, LaserJohnson, Goochi.",5480,96,10,0,2.4,12.8
Round1,"Fepa ., Fantanasty., playboi cluster",5481,96,10,0,2.4,13.4
Round1,"Zytro ツ, Camp cod spiral, Believewyd",5482,96,10,0,2.4,13.7
Round1,"Braindead Luis, duhveedd, DanielGatt.ttv",5483,96,10,0,2.4,13.7
Round1,"么tzumi 漢, onixytfnn, GATO_MATTESCOR21",5484,96,10,0,2.4,13.8
Round1,"FaZe Diomedes69, COSTEÑO-CHAN Ψ, ツADツ",5485,96,10,0,2.4,14.2
Round1,"Aviram iwnl, Emmaps., PEPO GOD.",5486,96,10,0,2.4,14.3
Round1,"Cheater K., exebyteee, Antmoneys215",5487,96,10,0,2.4,14.8
Round1,"PG LUISDIMON, hacxawesomer, Кezz",5488,96,9,0,2.33,12.33
Round1,"KGB Huda, KGB Hasan, KGB Mahad",5489,96,9,0,2.22,11.0
Round1,"ARK-FN, PLAGUE 書, Cluëzz",5490,96,9,0,2.22,11.44
Round1,"RIP S1ayer, L2Mini Fan, R1P Juice",5491,96,9,0,2.11,11.56
Round1,"Riceeyfn, Lil Balz7, BillionBook4614",5492,96,10,0,2.1,11.7
Round1,"Josesini94, Wosuarez, TCH_MangoSoplado",5493,96,9,0,2.0,11.11
Round1,"DarkFire xz, Twitch antgb, L2R2Camiloxz",5494,96,10,0,2.0,13.0
Round1,"bІew, klоh, Hiro samaa",5495,96,10,0,2.0,13.7
Round1,"Parallel Tang, subjagate, Hermioneッ",5496,96,10,0,1.9,12.4
Round1,"Kxrydve, Alty pepinito24, Love Loserfruit.",5497,96,9,0,1.89,9.67
Round1,"Vriles, ᵃˢˢᵃˢᶦᶰᵒ, YouTube Kiwi1x",5498,96,10,0,1.8,13.1
Round1,"EL Papucho 是, TTV.WinterzzG, Demonic Kp",5499,96,10,0,1.7,12.5
Round1,"breezyMcFly, L2 H3AT, TheGoldPeely",5500,96,10,0,1.5,12.9
Round1,"FA ZenL2, Aden On 144hz, Teddygoznuts289",5501,96,10,0,1.4,12.5
Round1,"Luvy on PS4, TheShowtyme30, Jack-son333",5502,96,9,0,1.33,11.44
Round1,"Juanambrose507, luisgx507, Exo_Twins",5503,96,9,0,1.0,9.33
Round1,"twitter flluxdfn, The Big Gold, 8 tails sabo",5504,95,10,1,4.9,17.8
Round1,"Laglord_OW, lil uzi girth, tаyѕоn2x",5505,95,10,1,4.9,21.2
Round1,"zeiffs., babybray., ScatMaster",5506,95,10,1,4.2,18.7
Round1,"Twitch Chizlx, Twitch RixTaken, Twitch Chunkyfn",5507,95,10,1,4.1,21.0
Round1,"Roxiz S u m i 么, G2 DETROCK., ZeusNigii123",5508,95,10,1,4.0,14.0
Round1,"smokin on yo pac, Big Movess, Sub to CocoWyd",5509,95,10,1,4.0,17.3
Round1,"bеst plaуеr, Dushyanta, DeSalomo",5510,95,10,1,3.9,16.3
Round1,"Pesant19, Im Bross, Lalibertz",5511,95,10,1,3.8,13.9
Round1,"χχŁØƲĐ, C0rpsе, IG BlinkonCombat",5512,95,10,1,3.8,15.1
Round1,"Im A Threat, IG Ripper.fn, Trapnati",5513,95,10,1,3.8,16.2
Round1,"GokuGoldChains, Not Crum., Rōyalty",5514,95,10,1,3.7,15.6
Round1,"yusmintv, ｃａｎｄｙツ, bryce fort",5515,95,10,1,3.6,14.8
Round1,"CxrrySZN, I do be igl doe, Taywyd 父",5516,95,10,1,3.6,15.1
Round1,"Kiler厚塔, Ƥaulz, jürgën",5517,95,10,1,3.6,16.8
Round1,"Torubs, Outcast Lyrics, trench kid mili",5518,95,10,1,3.6,16.9
Round1,"outta_, inkΘ, Moistybreadd_TTV",5519,95,10,1,3.5,15.4
Round1,"傑里米, rubi is my love, El Misil.",5520,95,9,1,3.44,13.89
Round1,"Scopezу, GG Cade, Pure RJaу",5521,95,10,1,3.4,14.0
Round1,"ReTive_frostyy, moyfrlol, NovaDusterツ",5522,95,10,1,3.4,14.7
Round1,"Logic For KNG, TTV_Ratatouli01, рrхtо",5523,95,10,1,3.4,15.9
Round1,"PieceCTRL Mystix, Scythe Love U, Shdw 1 Pumped U",5524,95,10,1,3.4,16.0
Round1,"yo jarshh, w key goomp, lil wibba vert",5525,95,10,1,3.3,15.6
Round1,"Logan 父, ل. ay лол, YT TrixyRG ψ",5526,95,9,1,3.22,13.22
Round1,"javiifdez8, Twitch culiiiiii, twitch cholyfn",5527,95,10,1,3.1,12.9
Round1,"ken 父, Best Playr Rxtro, crayola seshie",5528,95,10,1,3.1,13.5
Round1,"Da1koo-ω-, Nickzz.艾, GioSv.",5529,95,10,1,3.1,14.3
Round1,"Ibra 父, ѕpongy, ㅤSpex",5530,95,10,1,3.1,14.8
Round1,"geеk, twitter yluckyz, kdubs父",5531,95,10,1,3.1,16.5
Round1,"Bmazz, Cmazz_, Mаzz",5532,95,10,1,3.0,15.3
Round1,"Plutoツ文, for the exhale, kumburr kissed u",5533,95,10,1,2.9,13.2
Round1,"best igl ben, LeeZoxrr, titotiGGs",5534,95,10,1,2.9,14.6
Round1,"Jade Ackermanネ, Kanagawa., ZebulonGǃ",5535,95,10,1,2.9,15.0
Round1,"onlyfans drxnch., Merry Me Plz ყ 神, jhupiterr",5536,95,10,1,2.9,15.0
Round1,"DogecoinFN, Bub., ᴮᵘʸ ᴰᵒᵍᵉ ᶜᵒⁱⁿ",5537,95,10,1,2.9,16.4
Round1,"snyder uchiha, Sukuna伊塔多里, Papipoyo ay лол",5538,95,10,1,2.8,14.6
Round1,"yt blues cracked, Reds cracked YT, FNGreen ON YT Ψ",5539,95,10,1,2.8,15.1
Round1,"ssjorangejss yt, Xxpanda001, Call2073294439",5540,95,10,1,2.8,16.3
Round1,"Jhareи, Forzzal メ Uchiha, NoeMancoBout2021",5541,95,10,1,2.7,13.3
Round1,"vanity 父, Ryo 〤, ᴠanish",5542,95,10,1,2.7,14.1
Round1,"Zoyaak 〆, Clikerى, TTVmariocowboyyy",5543,95,10,1,2.7,16.1
Round1,"Elma Tajotos., iSam_FN, El Tio Kicks",5544,95,10,1,2.6,15.3
Round1,"Hydrо., SMG Zizou, YazoLazo",5545,95,10,1,2.6,15.3
Round1,"User-4b8643c6dc, Snackthingy, Twitch Guythingy",5546,95,10,1,2.5,14.1
Round1,"C1oud 父, Kyrox 父, Squimyy",5547,95,10,1,2.5,16.0
Round1,"κeys., NebulaΨ, ϹΟol",5548,95,10,1,2.4,15.1
Round1,"ZaKro Boxed U, ᵉˢᵏ C4rlos iwnl., ᴱˢᵏKyBa",5549,95,10,1,2.4,16.5
Round1,"Botzito 父, Fnta60Fps, ğůMJţý",5550,95,10,1,2.3,13.7
Round1,"0 earning 0 pr, Aids 米, dyslexic doumith",5551,95,10,1,2.3,14.6
Round1,"squill is potato, rangershot416, twitch_shinxlgr",5552,95,10,1,2.3,15.9
Round1,"chqd xo, Optickle2.0, energy2k xo",5553,95,10,1,2.3,16.6
Round1,"Plxwyd., Twitter xKickx, IGL Đosøn.",5554,95,9,1,2.11,12.33
Round1,"144Hz HUGRECsYT, K3NG0D, KING PIECE CTRLツ",5555,95,10,1,2.0,14.2
Round1,"Luisdaghoul3, Hylpen ブロ, ChocolatínOnTopツ",5556,95,10,1,1.9,12.1
Round1,"deal with exotix, Fncs Bubblz, Sith .",5557,95,9,1,1.89,11.44
Round1,"XTRA JERGON., Lelito ay лол, TPE_JayFey",5558,95,10,1,1.8,14.2
Round1,"Pxntera17, laacriitaa, Sommerset Fanboy",5559,95,10,1,1.7,15.3
Round1,"tsteng3, KevU2323, zsteng30_",5560,95,10,1,1.6,11.7
Round1,"TSR Clxwn, TSR Mxcros, TSR AetherDx",5561,95,10,1,1.3,13.7
Round1,"SMG Only Skiioh, YTRuinz, Yinny.",5562,95,10,1,1.1,14.9
Round1,"twitch bdawgTV_, twitch davelol_, calmkyle",5563,95,9,0,6.78,18.0
Round1,"W4tchZ, TTV iEnzoFn, YouTube Slackz1x",5564,95,10,0,6.1,18.7
Round1,"azoxy_4, VIPER 父, Lumen Txler",5565,95,10,0,5.9,17.4
Round1,"Tuﱞqzx, Haﱞwk, Thﱞief",5566,95,10,0,5.5,16.6
Round1,"tаlksick, zоxy, Fire Fist Acе",5567,95,10,0,5.4,15.4
Round1,"EpikGravixlol, Bazgraal, FNCS Potato",5568,95,10,0,5.4,16.3
Round1,"Xtendez-, Ruhflesss, hype nite caden",5569,95,10,0,5.4,17.9
Round1,"ZuK0 Ω, roxxy女, Curks said f u",5570,95,10,0,5.2,16.6
Round1,"Aimbot Clu, StinkyCheese43, ExiIoty",5571,95,10,0,4.9,17.6
Round1,"GodZViciousYT, Kaede ㅤ, ImAlwaysHers",5572,95,10,0,4.8,17.8
Round1,"ant keyed you, Error -356-, reeyyez",5573,95,10,0,4.7,15.5
Round1,"User-19a6086762, Moxtion sells, ARL Danxyy",5574,95,10,0,4.7,15.7
Round1,"Twitch xandzyy, OA KAV 父, ЅІЛLUНН 父",5575,95,10,0,4.7,16.9
Round1,"NotTroxy, YT FnClapz 60HZ, IGL Khriss",5576,95,10,0,4.6,16.8
Round1,"Faze_lague, Sp33chl3ss_YT, Steel is Washed",5577,95,8,0,4.5,11.0
Round1,"死Javi, ᵀᵂFlow Paico, Mercz Cris",5578,95,10,0,4.5,15.7
Round1,"Asianᴴᶦᵍʰ ᴳʳᵒᵘⁿᵈ, yt.marsed, Toxiczxy",5579,95,10,0,4.4,15.6
Round1,"RB Vann, RB Mercys, RB Luccs",5580,95,10,0,4.4,16.3
Round1,"Slackz youtube, Zorbs Youtube, Elites YouTube",5581,95,10,0,4.2,17.0
Round1,"Dem0n REALITY, Saints Skayness, Øly godzy",5582,95,10,0,4.2,17.8
Round1,"Neek Ψ, Heated1x on yt, Oryx ム",5583,95,10,0,4.1,13.2
Round1,"Ferland., Cwacked42_, Noobies42_",5584,95,10,0,4.1,16.3
Round1,"DurtyFn, LyxΨ, Twitch kazzzxn",5585,95,10,0,4.0,13.8
Round1,"Mandito BB, DEMONDXVE, ˢᵉˡᵛᵐᵒʳᵈ Pollo",5586,95,10,0,4.0,15.9
Round1,"Sinn 女, ｊｅｌｌｚｙ, nrml ET",5587,95,10,0,4.0,16.3
Round1,"Ӄɩиɢ Qυєєᴎ, 么KuNan Babyメ, JOTERO YT",5588,95,10,0,3.9,15.2
Round1,"Wοkzy, zinbot162819, cris4521_420",5589,95,10,0,3.9,16.6
Round1,"VBL Puddle, Skitserr, Twitch eclitic",5590,95,10,0,3.9,17.6
Round1,"cam on toaster., PHILLYBEEF99991, Sebを",5591,95,10,0,3.8,14.4
Round1,"YamirGod 螿., twitch iqmatte, TheDemon Alanzao",5592,95,10,0,3.8,15.2
Round1,"nixowyd, DEMONMAILψ, Truett is daddy",5593,95,10,0,3.8,15.9
Round1,"cosmic ay лол, JustinOnConsole., Drixpz.",5594,95,10,0,3.7,13.6
Round1,"L9 Mango, Juanesz Ω, Juanma 乂.",5595,95,10,0,3.7,15.0
Round1,"FNCS MERO 爪, yuji ay лол, 2021 JENZIN",5596,95,10,0,3.6,13.9
Round1,"Jɑx, Hue Janis., Dr. ｦbacon",5597,95,10,0,3.6,16.1
Round1,"Brzyy., Twitch Chomp1x, Twitch Shalo_lol",5598,95,10,0,3.5,13.2
Round1,"Sebas .-_., Scrptyc., HENRY AA.",5599,95,10,0,3.5,14.3
Round1,"J4yp3, Tj_on_McWIFI, ItsYourBBSyrupy",5600,95,10,0,3.5,14.4
Round1,"outcast slink, Dotsiepoo, RJ ⲯ",5601,95,10,0,3.5,14.8
Round1,"zyxzgraal 〆, quessobo, busti ay лол",5602,95,10,0,3.5,15.6
Round1,"Karim ay лол., twitch_17badz, Neitro.",5603,95,10,0,3.5,18.0
Round1,"Giantstroy, Sinister 父, TDZ STROMAGEN",5604,95,10,0,3.4,12.5
Round1,"Odin Grrrrr, Juan Grrrrr, LOKILLO Grrrrr",5605,95,10,0,3.4,13.8
Round1,"CongoJyn, ONEIFY ON TOP, YouTube VibesFN",5606,95,10,0,3.4,15.1
Round1,"shelovesLencho, Cashout Ztex, Ⓐbstract ム",5607,95,10,0,3.4,15.3
Round1,"crashhh., Mystic the MlLF, Cyanzlol.",5608,95,10,0,3.3,13.3
